id1,id2,joinKey1,joinKey2,OG-Company-Warn,OG-Company-Nasdaq,jaccard
18838,AYI,"[acuity,brands,lighting,inc]","[acuity,brands,inc]","Acuity Brands Lighting, Inc.",Acuity Brands Inc.,0.75
18901,X,"[united,states,steel,corporation]","[united,states,steel,corporation,common,stock]",United States Steel Corporation,United States Steel Corporation Common Stock,0.6666666666666666
298,LMT,"[lockheed,martin,corporation]","[lockheed,martin,corporation,common,stock]",LOCKHEED MARTIN CORPORATION,Lockheed Martin Corporation Common Stock,0.6
39681,FL,"[foot,locker]","[foot,locker,inc]",Foot Locker,Foot Locker Inc.,0.6666666666666666
39817,AMN,"[knueppel,healthcare,services,inc]","[amn,healthcare,services,inc,amn,healthcare,services,inc]",Knueppel Healthcare Services Inc.,AMN Healthcare Services Inc AMN Healthcare Services Inc,0.6
8772,GE,"[general,electric,company]","[general,electric,company,common,stock]",General Electric Company,General Electric Company Common Stock,0.6
12600,PKG,"[packaging,corporation,of,america]","[packaging,corporation,of,america,common,stock]",Packaging Corporation of America,Packaging Corporation of America Common Stock,0.6666666666666666
16170,AAP,"[advance,auto,parts]","[advance,auto,parts,inc]",Advance Auto Parts,Advance Auto Parts Inc.,0.75
25299,PH,"[parker,hannifin,corporation]","[parker,hannifin,corporation,common,stock]",Parker Hannifin Corporation,Parker-Hannifin Corporation Common Stock,0.6
33072,M,"[macy,s,inc]","[macy,s,inc,common,stock]",Macy's Inc,Macy's Inc Common Stock,0.6
3376,T,"[at,t]","[at,t,inc]",AT&T,AT&T Inc.,0.6666666666666666
39484,SWN,"[southwestern,energy,company]","[southwestern,energy,company,common,stock]",Southwestern Energy Company,Southwestern Energy Company Common Stock,0.6
3204,CRC,"[california,resources,corporation]","[california,resources,corporation,common,stock]",California Resources Corporation,California Resources Corporation Common Stock,0.6
32298,LYV,"[live,nation,entertainment,inc]","[live,nation,entertainment,inc,common,stock]","Live Nation Entertainment, Inc.",Live Nation Entertainment Inc. Common Stock,0.6666666666666666
44297,LYV,"[live,nation,entertainment,inc]","[live,nation,entertainment,inc,common,stock]","Live Nation Entertainment, Inc.",Live Nation Entertainment Inc. Common Stock,0.6666666666666666
9776,TSN,"[tyson,foods,inc]","[tyson,foods,inc,common,stock]","Tyson Foods, Inc.",Tyson Foods Inc. Common Stock,0.6
17649,T,"[at,t]","[at,t,inc]",At&t,AT&T Inc.,0.6666666666666666
20747,ADM,"[archer,daniels,midland,company]","[archer,daniels,midland,company,common,stock]",Archer Daniels Midland Company,Archer-Daniels-Midland Company Common Stock,0.6666666666666666
39678,SND,"[smart,sand,inc]","[smart,sand,inc,common,stock]",Smart Sand Inc.,Smart Sand Inc. Common Stock,0.6
17266,A,"[agilent,technologies,inc]","[agilent,technologies,inc,common,stock]","Agilent Technologies, Inc.",Agilent Technologies Inc. Common Stock,0.6
36867,BA,"[the,boeing,company]","[boeing,company,the,common,stock]",The Boeing Company,Boeing Company (The) Common Stock,0.6
43504,BBBY,"[bed,bath,beyond,inc]","[bed,bath,beyond,inc,common,stock]",Bed Bath & Beyond Inc.,Bed Bath & Beyond Inc. Common Stock,0.6666666666666666
905,DDS,"[dillard,s,inc]","[dillard,s,inc,common,stock]","DILLARD'S, INC.",Dillard's Inc. Common Stock,0.6
20593,BA,"[the,boeing,company]","[boeing,company,the,common,stock]",The Boeing Company,Boeing Company (The) Common Stock,0.6
36667,DVN,"[devon,energy,corporation]","[devon,energy,corporation,common,stock]",Devon Energy Corporation,Devon Energy Corporation Common Stock,0.6
40530,CAG,"[conagra,brands,inc]","[conagra,brands,inc,common,stock]","Conagra Brands, Inc.",ConAgra Brands Inc. Common Stock,0.6
28263,VECO,"[veeco,instruments,inc]","[veeco,instruments,inc,common,stock]",Veeco Instruments Inc.,Veeco Instruments Inc. Common Stock,0.6
11241,T,"[at,t]","[at,t,inc]",AT&T,AT&T Inc.,0.6666666666666666
20753,BA,"[the,boeing,company]","[boeing,company,the,common,stock]",The Boeing Company,Boeing Company (The) Common Stock,0.6
9424,MPAA,"[motorcar,parts,of,america,inc]","[motorcar,parts,of,america,inc,common,stock]","Motorcar Parts of America, Inc.",Motorcar Parts  of America Inc. Common Stock,0.7142857142857143
10852,LYV,"[live,nation,entertainment,inc]","[live,nation,entertainment,inc,common,stock]","Live Nation Entertainment, Inc.",Live Nation Entertainment Inc. Common Stock,0.6666666666666666
22346,BBBY,"[bed,bath,beyond,inc]","[bed,bath,beyond,inc,common,stock]",Bed Bath & Beyond Inc.,Bed Bath & Beyond Inc. Common Stock,0.6666666666666666
40146,GILD,"[gilead,sciences,inc]","[gilead,sciences,inc,common,stock]","Gilead Sciences, Inc",Gilead Sciences Inc. Common Stock,0.6
19377,LMT,"[lockheed,martin,corporation]","[lockheed,martin,corporation,common,stock]",Lockheed Martin Corporation,Lockheed Martin Corporation Common Stock,0.6
26163,AXL,"[american,axle,manufacturing,inc]","[american,axle,manufacturing,holdings,inc,common,stock]","American Axle & Manufacturing, Inc.",American Axle & Manufacturing Holdings Inc. Common Stock,0.5714285714285714
36668,MLI,"[mueller,industries,inc]","[mueller,industries,inc,common,stock]","Mueller Industries, Inc.",Mueller Industries Inc. Common Stock,0.6
37973,NOC,"[northrop,grumman,corporation]","[northrop,grumman,corporation,common,stock]",Northrop Grumman Corporation,Northrop Grumman Corporation Common Stock,0.6
1810,BSX,"[boston,scientific,corporation]","[boston,scientific,corporation,common,stock]",Boston Scientific Corporation,Boston Scientific Corporation Common Stock,0.6
8268,T,"[at,t]","[at,t,inc]",AT&T,AT&T Inc.,0.6666666666666666
10021,BA,"[the,boeing,company]","[boeing,company,the,common,stock]",The Boeing Company,Boeing Company (The) Common Stock,0.6
40102,TSN,"[tyson,foods,inc]","[tyson,foods,inc,common,stock]","Tyson Foods, Inc.",Tyson Foods Inc. Common Stock,0.6
42730,M,"[macy,s,inc]","[macy,s,inc,common,stock]",Macy's Inc.,Macy's Inc Common Stock,0.6
20584,BA,"[the,boeing,company]","[boeing,company,the,common,stock]",The Boeing Company,Boeing Company (The) Common Stock,0.6
334,X,"[united,states,steel,corporation]","[united,states,steel,corporation,common,stock]",UNITED STATES STEEL CORPORATION,United States Steel Corporation Common Stock,0.6666666666666666
18345,JJSF,"[j,j,snack,foods,sales,corp]","[j,j,snack,foods,corp,common,stock]",J & J Snack Foods Sales Corp.,J & J Snack Foods Corp. Common Stock,0.5714285714285714
8971,T,"[at,t]","[at,t,inc]",AT&T,AT&T Inc.,0.6666666666666666
17826,ADM,"[adm,archer,daniels,midland,company]","[archer,daniels,midland,company,common,stock]",Adm/archer Daniels Midland Company,Archer-Daniels-Midland Company Common Stock,0.5714285714285714
19341,IP,"[international,paper,company]","[international,paper,company,common,stock]",International Paper Company,International Paper Company Common Stock,0.6
42267,GILD,"[gilead,sciences,inc]","[gilead,sciences,inc,common,stock]","Gilead Sciences, Inc",Gilead Sciences Inc. Common Stock,0.6
5005,PKG,"[packaging,corporation,of,america]","[packaging,corporation,of,america,common,stock]",Packaging Corporation of America,Packaging Corporation of America Common Stock,0.6666666666666666
16303,DKS,"[dick,s,sporting,goods]","[dick,s,sporting,goods,inc,common,stock]",Dick's Sporting Goods,Dick's Sporting Goods Inc Common Stock,0.5714285714285714
25325,BK,"[the,bank,of,new,york,mellon,distribution,services]","[the,bank,of,new,york,mellon,corporation,common,stock]",The Bank of New York Mellon - Distribution Services,The Bank of New York Mellon Corporation Common Stock,0.5454545454545454
527,NOC,"[northrop,grumman,corporation]","[northrop,grumman,corporation,common,stock]",NORTHROP GRUMMAN CORPORATION,Northrop Grumman Corporation Common Stock,0.6
626,MHK,"[mohawk,industries,inc]","[mohawk,industries,inc,common,stock]","MOHAWK INDUSTRIES, INC.",Mohawk Industries Inc. Common Stock,0.6
20581,BA,"[the,boeing,company]","[boeing,company,the,common,stock]",The Boeing Company,Boeing Company (The) Common Stock,0.6
7016,RXDX,"[prometheus,biosciences,inc]","[prometheus,biosciences,inc,common,stock]","Prometheus Biosciences, Inc.",Prometheus Biosciences Inc. Common Stock,0.6
17750,T,"[at,t]","[at,t,inc]",At&t,AT&T Inc.,0.6666666666666666
1787,WFC,"[wells,fargo,company]","[wells,fargo,company,common,stock]",Wells Fargo Company,Wells Fargo & Company Common Stock,0.6
21791,WFC,"[wells,fargo,company]","[wells,fargo,company,common,stock]",Wells Fargo & Company,Wells Fargo & Company Common Stock,0.6
22849,CBRL,"[cracker,barrel,old,country,store]","[cracker,barrel,old,country,store,inc,common,stock]",Cracker Barrel Old Country Store,Cracker Barrel Old Country Store Inc Common Stock,0.625
21782,WFC,"[wells,fargo,company]","[wells,fargo,company,common,stock]",Wells Fargo & Company,Wells Fargo & Company Common Stock,0.6
21894,GPN,"[global,payments,inc]","[global,payments,inc,common,stock]","Global Payments, Inc.",Global Payments Inc. Common Stock,0.6
6906,PLCE,"[the,children,s,place,inc]","[children,s,place,inc,the,common,stock]","THE CHILDREN'S PLACE, INC",Children's Place Inc. (The) Common Stock,0.7142857142857143
11893,AMD,"[advanced,micro,devices,inc]","[advanced,micro,devices,inc,common,stock]","Advanced Micro Devices, Inc.",Advanced Micro Devices Inc. Common Stock,0.6666666666666666
11948,AMD,"[advanced,micro,devices,inc]","[advanced,micro,devices,inc,common,stock]","Advanced Micro Devices, Inc.",Advanced Micro Devices Inc. Common Stock,0.6666666666666666
20930,BLMN,"[bloomin,brands,inc]","[bloomin,brands,inc,common,stock]",Bloomin' Brands Inc.,Bloomin' Brands Inc. Common Stock,0.6
4274,LYV,"[live,nation,entertainment,inc]","[live,nation,entertainment,inc,common,stock]","Live Nation Entertainment, Inc.",Live Nation Entertainment Inc. Common Stock,0.6666666666666666
40166,BBBY,"[bed,bath,beyond,inc]","[bed,bath,beyond,inc,common,stock]",Bed Bath & Beyond Inc.,Bed Bath & Beyond Inc. Common Stock,0.6666666666666666
41201,XOM,"[exxon,mobil,corporation]","[exxon,mobil,corporation,common,stock]",Exxon Mobil Corporation,Exxon Mobil Corporation Common Stock,0.6
10027,GILD,"[gilead,sciences,inc]","[gilead,sciences,inc,common,stock]","Gilead Sciences, Inc.",Gilead Sciences Inc. Common Stock,0.6
32340,BBWI,"[bath,body,works,llc]","[bath,body,works,inc]","Bath & Body Works, LLC",Bath & Body Works Inc.,0.6
394,AWI,"[armstrong,world,industries,inc,3]","[armstrong,world,industries,inc,common,stock]","ARMSTRONG WORLD INDUSTRIES, INC. (3)",Armstrong World Industries Inc Common Stock,0.5714285714285714
9403,T,"[at,t,communications,inc]","[at,t,inc]","AT&T Communications, Inc.",AT&T Inc.,0.75
13636,EXPE,"[expedia,group,inc]","[expedia,group,inc,common,stock]","Expedia Group, Inc.",Expedia Group Inc. Common Stock,0.6
20554,BA,"[the,boeing,company]","[boeing,company,the,common,stock]",The Boeing Company,Boeing Company (The) Common Stock,0.6
10356,ALK,"[alaska,air,group,inc]","[alaska,air,group,inc,common,stock]","Alaska Air Group, Inc.",Alaska Air Group Inc. Common Stock,0.6666666666666666
12017,DFS,"[discover,financial,services]","[discover,financial,services,common,stock]",Discover Financial Services,Discover Financial Services Common Stock,0.6
12603,NWPX,"[northwest,pipe,company]","[northwest,pipe,company,common,stock]",Northwest Pipe Company,Northwest Pipe Company Common Stock,0.6
38768,KMB,"[kimberly,clark,corporation]","[kimberly,clark,corporation,common,stock]",Kimberly-Clark Corporation,Kimberly-Clark Corporation Common Stock,0.6
